id,name,state,rainfall,rank,deviation,mean_rainfall,
WI-093,Pierce County,Wisconsin,27,26,-3.69,30.69,
WI-095,Polk County,Wisconsin,29.35,55,-0.97,30.32,
WI-097,Portage County,Wisconsin,29.42,42,-2.13,31.55,
WI-099,Price County,Wisconsin,28.32,24,-4.02,32.34,
WI-101,Racine County,Wisconsin,30.12,49,-1.74,31.86,
WI-103,Richland County,Wisconsin,30.05,41,-2.29,32.34,
WI-105,Rock County,Wisconsin,32.04,51,-0.99,33.03,
WI-107,Rusk County,Wisconsin,29.18,38,-2.47,31.65,
WI-109,St. Croix County,Wisconsin,28.16,43,-2.32,30.48,
WI-111,Sauk County,Wisconsin,29.44,38,-2.59,32.03,
WI-113,Sawyer County,Wisconsin,30.53,53,-0.62,31.15,
WI-115,Shawano County,Wisconsin,29.55,46,-1.48,31.03,
WI-117,Sheboygan County,Wisconsin,27.7,38,-2.43,30.13,
WI-119,Taylor County,Wisconsin,31.54,55,-0.7,32.24,
WI-121,Trempealeau County,Wisconsin,31.89,61,0.22,31.67,
WI-123,Vernon County,Wisconsin,32.03,56,-0.83,32.86,
WI-125,Vilas County,Wisconsin,34.37,88,2.56,31.81,
WI-127,Walworth County,Wisconsin,32.15,50,-1.22,33.37,
WI-129,Washburn County,Wisconsin,30.37,60,0.1,30.27,
WI-131,Washington County,Wisconsin,32.8,78,1.79,31.01,
WI-133,Waukesha County,Wisconsin,32.11,63,0.26,31.85,
WI-135,Waupaca County,Wisconsin,29.3,44,-1.68,30.98,
WI-137,Waushara County,Wisconsin,26.44,22,-4.92,31.36,
WI-139,Winnebago County,Wisconsin,28.42,46,-1.79,30.21,
WI-141,Wood County,Wisconsin,29.68,46,-1.6,31.28,
WY-001,Albany County,Wyoming,12.44,22,-2.64,15.08,
WY-003,Big Horn County,Wyoming,12.67,49,-0.81,13.48,
WY-005,Campbell County,Wyoming,14.91,77,0.88,14.04,
WY-007,Carbon County,Wyoming,14.83,48,-1.12,15.95,
WY-009,Converse County,Wyoming,12.19,36,-2.21,14.4,
WY-011,Crook County,Wyoming,15.59,39,-1.77,17.36,
WY-013,Fremont County,Wyoming,14.31,60,-0.33,14.64,
WY-015,Goshen County,Wyoming,10.78,17,-3.99,14.77,
WY-017,Hot Springs County,Wyoming,12.05,45,-1.2,13.25,
WY-019,Johnson County,Wyoming,13.75,42,-1.52,15.27,
WY-021,Laramie County,Wyoming,10.13,2,-5.6,15.73,
WY-023,Lincoln County,Wyoming,18.41,49,-1.4,19.81,
WY-025,Natrona County,Wyoming,13.1,82,0.64,12.46,
WY-027,Niobrara County,Wyoming,13.89,47,-1.3,15.19,
WY-029,Park County,Wyoming,21.73,62,-0.06,21.79,
WY-031,Platte County,Wyoming,10.4,14,-3.83,14.23,
WY-033,Sheridan County,Wyoming,17.4,42,-1.96,19.36,
WY-035,Sublette County,Wyoming,16.5,35,-2.38,18.88,
WY-037,Sweetwater County,Wyoming,9.84,78,0.41,9.43,
WY-039,Teton County,Wyoming,31.56,47,-2.97,34.53,
WY-041,Uinta County,Wyoming,12.06,58,-0.64,12.7,
WY-043,Washakie County,Wyoming,11.84,64,-0.38,12.22,
WY-045,Weston County,Wyoming,14.38,55,-0.33,14.71,
