"show","episode","season","episode_num","startYear","runtimeMinutes","ep_rating","ep_votes","show_rating","show_votes"
"Sherlock","The Great Game",1,3,2010,89,9,27932,9.1,924769
"Sherlock","A Scandal in Belgravia",2,1,2012,89,9.4,39725,9.1,924769
"Sherlock","The Hounds of Baskerville",2,2,2012,88,8.3,26484,9.1,924769
"Sherlock","The Reichenbach Fall",2,3,2012,88,9.6,38849,9.1,924769
"Sherlock","Many Happy Returns",3,0,2013,7,8.4,11740,9.1,924769
"Sherlock","The Empty Hearse",3,1,2014,88,8.8,30613,9.1,924769
"Sherlock","The Sign of Three",3,2,2014,86,8.9,27527,9.1,924769
"Sherlock","His Last Vow",3,3,2014,89,9.2,30631,9.1,924769
"Sherlock","The Abominable Bride",4,0,2016,89,8,34778,9.1,924769
"Sherlock","The Six Thatchers",4,1,2017,88,7.6,24704,9.1,924769
"Sherlock","The Lying Detective",4,2,2017,89,9.1,27648,9.1,924769
"Sherlock","The Final Problem",4,3,2017,89,8.1,27831,9.1,924769
"Ezel","Her Ihanet Sevgiyle Baslar",1,1,2009,NA,8.9,382,8.7,33259
"Ezel","Seni Seven Senin Kurbanindir",1,2,2009,NA,8.4,281,8.7,33259
"Ezel","Ask Ölümden Güclüdür",1,3,2009,NA,8.6,275,8.7,33259
"Ezel","En Zoru Eve Dönmektir",1,4,2009,NA,8.3,258,8.7,33259
"Ezel","Ask mi Kaderi Kovalar, Kader mi Aski",1,5,2009,NA,8.9,292,8.7,33259
"Ezel","Hayaller Hayaletler",1,6,2009,NA,8.5,234,8.7,33259
"Ezel","Gitmek/Kalmak",1,7,2009,NA,8.1,224,8.7,33259
"Ezel","Akreple kurbaga",1,8,2009,NA,8.6,235,8.7,33259
"Ezel","En kötü ihtimal",1,9,2009,NA,8.5,225,8.7,33259
"Ezel","Sadakat",1,10,2009,NA,9,246,8.7,33259
"Ezel","Utanç",1,11,2009,NA,8.7,213,8.7,33259
"Ezel","Yalniz kalmak",1,12,2009,NA,8.5,208,8.7,33259
"Ezel","Kaçinilmaz",1,13,2010,NA,8.5,224,8.7,33259
"Ezel","ilk Günah",1,14,2010,NA,8.5,208,8.7,33259
"Ezel","Çikar yol",1,15,2010,NA,8.4,204,8.7,33259
"Ezel","Dönüs yolu",1,16,2010,NA,8.8,212,8.7,33259
"Ezel","Geçmisin ayak izleri",1,17,2010,NA,8.6,213,8.7,33259
"Ezel","Gitmesine izin vermek",1,18,2010,NA,9.1,243,8.7,33259
"Ezel","Gercekleri Ogrenme Zamani",1,19,2010,NA,8.3,200,8.7,33259
"Ezel","Emanet",1,20,2010,NA,8.7,204,8.7,33259
"Ezel","Ailede bir olüm",1,21,2010,NA,8.8,206,8.7,33259
"Ezel","Masumiyet",1,22,2010,NA,8.4,202,8.7,33259
"Ezel","Oyunbozan",1,23,2010,NA,8.8,187,8.7,33259
"Ezel","Baslasin intikam",1,24,2010,NA,8.8,195,8.7,33259
"Ezel","Gercegin Gucu",1,25,2010,NA,8.8,197,8.7,33259
"Ezel","En Onemli Sey",1,26,2010,NA,8.7,190,8.7,33259
"Ezel","Kimin Tarafindasin",1,27,2010,NA,9,194,8.7,33259
"Ezel","Bizden Biri",1,28,2010,NA,8.8,195,8.7,33259
"Ezel","Surgun",1,29,2010,NA,8.7,194,8.7,33259
"Ezel","Ozlemek",1,30,2010,NA,9.4,250,8.7,33259
"Ezel","Yasama Sebebi",1,31,2010,NA,9.1,201,8.7,33259
"Ezel","Haksizliga Karsi",1,32,2010,NA,8.8,205,8.7,33259
"Ezel","Ikinci hayat",1,33,2010,NA,9.1,234,8.7,33259
"Ezel","Imkansiz",2,1,2010,NA,9.1,262,8.7,33259
"Ezel","Hiçbir seyi olmayan Adam",2,2,2010,NA,8.7,218,8.7,33259
"Ezel","Son kabadayi",2,3,2010,NA,9.2,222,8.7,33259
"Ezel","Baslangic - Bitis",2,4,2010,NA,9.1,213,8.7,33259
"Ezel","Küçük Hayat Büyük Adim",2,5,2010,NA,8.8,185,8.7,33259
"Ezel","Aile güzel bir hayaldir",2,6,2010,NA,8.6,183,8.7,33259
"Ezel","Kirli zevklerimiz",2,7,2010,NA,8.7,183,8.7,33259
"Ezel","Akil ve kalp",2,8,2010,NA,8.9,187,8.7,33259
"Ezel","Gölge oyunu",2,9,2010,NA,8.8,181,8.7,33259
"Ezel","Iki ev",2,10,2010,NA,8.7,189,8.7,33259
"Ezel","iki Sehrin Hikayesi",2,11,2010,NA,8.6,182,8.7,33259
"Ezel","ip Ucu",2,12,2010,NA,8.5,173,8.7,33259
"Ezel","Sirdas",2,13,2010,NA,8.6,172,8.7,33259
"Ezel","Tanisdigimiz Gün",2,14,2010,NA,8.8,173,8.7,33259
"Ezel","Askta ve Savasta",2,15,2010,NA,8.5,181,8.7,33259
"Ezel","Mutlu Yillara",2,16,2011,NA,8.5,171,8.7,33259
"Ezel","Saklamak - Gormek",2,17,2011,NA,8.5,170,8.7,33259
"Ezel","Güzel ve Çirkin",2,18,2011,NA,9.1,206,8.7,33259
"Ezel","Yeni Hayat",2,19,2011,NA,8.6,169,8.7,33259
"Ezel","Arda Kalan Her Sey",2,20,2011,NA,8.7,169,8.7,33259
"Ezel","Utanç",2,21,2011,NA,8.8,175,8.7,33259
"Ezel","Ücüncü Kisi",2,22,2011,NA,8.4,172,8.7,33259
"Ezel","Ayrilsak da...",2,23,2011,NA,8.5,171,8.7,33259
"Ezel","Tereddütler",2,24,2011,NA,8.1,170,8.7,33259
"Ezel","Nikah ve Cenaze",2,25,2011,NA,8.7,175,8.7,33259
"Ezel","Zamansiz",2,26,2011,NA,8.3,173,8.7,33259
"Ezel","Kurtar Beni",2,27,2011,NA,8.4,181,8.7,33259
"Ezel","Yasanmamis Hayatlar",2,28,2011,NA,9.3,251,8.7,33259
"Ezel","Intikam",2,29,2011,NA,9.1,181,8.7,33259
"Ezel","Kücük hayat büyük Adim",2,30,2011,NA,9.1,182,8.7,33259
"Ezel","Güzel Günler",2,31,2011,NA,8.7,179,8.7,33259
"Ezel","Güzel Günlerdi",2,32,2011,NA,8.8,175,8.7,33259
"Ezel","Elimde Kalanlar",2,33,2011,NA,8.6,172,8.7,33259
"Ezel","Yalniz Bir Adam",2,34,2011,NA,8.8,176,8.7,33259
"Ezel","Mükemmel Bir Cinayet",2,35,2011,NA,9.5,328,8.7,33259
"Ezel","Imkansiz Ask Yoktur",2,36,2011,NA,8.8,183,8.7,33259
"Ezel","Mutlu Sonlara Kim Inanir?",2,37,2011,NA,8.7,189,8.7,33259
"Ezel","...Ama Herkes Ölmez",2,38,2011,NA,9.6,455,8.7,33259
"Downton Abbey","Episode #1.1",1,1,2010,66,8.3,3027,8.7,207433
"Downton Abbey","Episode #1.2",1,2,2010,47,8.3,2410,8.7,207433
"Downton Abbey","Episode #1.3",1,3,2010,47,8.4,2339,8.7,207433
"Downton Abbey","Episode #1.4",1,4,2010,47,8.1,2149,8.7,207433
"Downton Abbey","Episode #1.5",1,5,2010,49,8.4,2100,8.7,207433
"Downton Abbey","Episode #1.6",1,6,2010,48,8.5,2096,8.7,207433
"Downton Abbey","Episode #1.7",1,7,2010,64,8.8,2193,8.7,207433
"Downton Abbey","Episode #2.1",2,1,2011,67,8.5,2136,8.7,207433
"Downton Abbey","Episode #2.2",2,2,2011,53,8.1,1859,8.7,207433
"Downton Abbey","Episode #2.3",2,3,2011,53,8.1,1804,8.7,207433
"Downton Abbey","Episode #2.4",2,4,2011,53,8.3,1828,8.7,207433
"Downton Abbey","Episode #2.5",2,5,2011,53,8.5,1842,8.7,207433
"Downton Abbey","Episode #2.6",2,6,2011,53,8,1801,8.7,207433
"Downton Abbey","Episode #2.7",2,7,2011,53,8.2,1796,8.7,207433
"Downton Abbey","Episode #2.8",2,8,2011,67,8.7,1942,8.7,207433
"Downton Abbey","Christmas at Downton Abbey",2,9,2011,93,9,2634,8.7,207433
"Downton Abbey","Episode #3.1",3,1,2012,68,8.5,2184,8.7,207433
"Downton Abbey","Episode #3.2",3,2,2012,48,8.1,1724,8.7,207433
"Downton Abbey","Episode #3.3",3,3,2012,48,8.4,1707,8.7,207433
"Downton Abbey","Episode #3.4",3,4,2012,48,8,1647,8.7,207433
"Downton Abbey","Episode #3.5",3,5,2012,50,9,2075,8.7,207433
"Downton Abbey","Episode #3.6",3,6,2012,48,8.2,1629,8.7,207433
"Downton Abbey","Episode #3.7",3,7,2012,48,8.1,1618,8.7,207433
"Downton Abbey","Episode #3.8",3,8,2012,67,8.4,1704,8.7,207433
"Downton Abbey","A Journey to the Highlands",3,9,2012,92,8.2,2243,8.7,207433
"Downton Abbey","Episode #4.1",4,1,2013,67,8.1,1763,8.7,207433
"Downton Abbey","Episode #4.2",4,2,2013,51,7.9,1524,8.7,207433
"Downton Abbey","Episode #4.3",4,3,2013,50,8,1589,8.7,207433
"Downton Abbey","Episode #4.4",4,4,2013,50,7.9,1473,8.7,207433
"Downton Abbey","Episode #4.5",4,5,2013,49,8.1,1422,8.7,207433
"Downton Abbey","Episode #4.6",4,6,2013,51,8.1,1414,8.7,207433
"Downton Abbey","Episode #4.7",4,7,2013,51,8.1,1403,8.7,207433
"Downton Abbey","Episode #4.8",4,8,2013,67,8.3,1441,8.7,207433
"Downton Abbey","The London Season",4,9,2013,93,8.4,1703,8.7,207433
"Downton Abbey","Episode #5.1",5,1,2014,67,8.3,1558,8.7,207433
"Downton Abbey","Episode #5.2",5,2,2014,49,7.9,1411,8.7,207433
"Downton Abbey","Episode #5.3",5,3,2014,50,8,1365,8.7,207433
"Downton Abbey","Episode #5.4",5,4,2014,49,8,1363,8.7,207433
"Downton Abbey","Episode #5.5",5,5,2014,50,8,1335,8.7,207433
"Downton Abbey","Episode #5.6",5,6,2014,51,8.2,1353,8.7,207433
"Downton Abbey","Episode #5.7",5,7,2014,51,8.3,1337,8.7,207433
"Downton Abbey","Episode #5.8",5,8,2014,67,8.6,1414,8.7,207433
"Downton Abbey","A Moorland Holiday",5,9,2014,93,9,1863,8.7,207433
"Downton Abbey","Episode #6.1",6,1,2015,66,8.3,1503,8.7,207433
"Downton Abbey","Episode #6.2",6,2,2015,50,8,1310,8.7,207433
"Downton Abbey","Episode #6.3",6,3,2015,51,8.7,1385,8.7,207433
"Downton Abbey","Episode #6.4",6,4,2015,47,8.4,1328,8.7,207433
"Downton Abbey","Episode #6.5",6,5,2015,47,8.5,1326,8.7,207433
"Downton Abbey","Episode #6.6",6,6,2015,50,8.3,1272,8.7,207433
"Downton Abbey","Episode #6.7",6,7,2015,51,8.5,1304,8.7,207433
"Downton Abbey","Episode #6.8",6,8,2015,72,9.1,1642,8.7,207433
"Downton Abbey","Christmas Special",6,9,2015,93,9.3,2249,8.7,207433
"Behzat Ç.: Bir Ankara Polisiyesi","Pilot",1,1,2010,108,8.8,325,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","2. Bölüm",1,2,2010,NA,8.3,143,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Gerçegin Pesinde",1,3,2010,NA,8.5,123,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Görünenin Ardindaki Sir",1,4,2010,NA,8.6,130,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kayip Yasamlar",1,5,2010,NA,8.3,115,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Gecenin Gizledikleri",1,6,2010,NA,8.2,113,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kapanmayan Yaralar",1,7,2010,NA,8.4,118,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Geçmisin Gölgesi",1,8,2010,NA,8.5,115,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Taban Girmek",1,9,2010,NA,8.4,113,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Karanlik Koridorlar",1,10,2010,NA,9.2,155,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Cevapsiz Sorular",1,11,2010,NA,8.5,109,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Geride Kalanlar",1,12,2010,NA,8.3,109,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yarim Kalmis Hesaplar",1,13,2010,NA,8.7,115,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Tehlikeli Iliskiler",1,14,2011,NA,8.9,117,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Karanlikta kalanlar",1,15,2011,NA,8.4,101,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Güvercin Tedirginligi",1,16,2011,NA,8.9,123,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Diken Üstünde",1,17,2011,NA,8.7,110,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kayip Zamanlar",1,18,2011,NA,8.1,96,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Hesaplasma",1,19,2011,NA,8.4,107,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Küçük Balik Büyük Balik",1,20,2011,NA,9,120,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yasarken Ölmek",1,21,2011,NA,8.3,99,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Dinmeyen Öfke",1,22,2011,NA,8.2,90,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yerdeki Kan",1,23,2011,NA,8.2,85,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Zikzak Yaparak Kaçmak",1,24,2011,NA,8.4,96,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Intihar ve Cinayet",1,25,2011,NA,8.2,96,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Sihhiye Köprüsü",1,26,2011,NA,8.5,186,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Adini Vermek Istemeyen Dinleyici",1,27,2011,NA,7.8,97,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kelebek Gibi Uçmak",1,28,2011,NA,8.2,92,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Aysegül Arafta",1,29,2011,NA,8.2,92,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Iz Birakanlar Unutulmaz",1,30,2011,NA,9.4,201,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Gece Baskini",1,31,2011,NA,8.3,96,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kisisel Gelismek",1,32,2011,NA,8.4,119,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kizilcahamam",1,33,2011,NA,7.8,99,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Maziden Gelen",1,34,2011,NA,8.5,103,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Içimizdeki Cellat",1,35,2011,NA,8.2,93,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Gece Uçusu",1,36,2011,NA,8.2,98,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Tekinsiz Yollar",1,37,2011,NA,8.8,114,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Baslangicin Sonu",1,38,2011,NA,9.8,348,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","39. Bölüm",2,1,2011,NA,8,98,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","40. Bölüm",2,2,2011,NA,7.9,86,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kesik Parmak",2,3,2011,NA,8,82,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yüzünü Arayan Kadin",2,4,2011,NA,7.8,82,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kara'dir Su Bahtim...",2,5,2011,NA,8,79,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Benim Annem Cumartesi!",2,6,2011,NA,8.2,101,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Büyük Hesaplasma/Filler Tepisirken",2,7,2011,NA,8,83,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kandaki Mesaj",2,8,2012,NA,8,83,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Cürümüs Bir Seyler Var Ankara'da",2,9,2012,NA,7.7,86,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kalbim Babama Ait",2,10,2012,NA,8,85,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","49. Bölüm",2,11,2012,NA,7.8,79,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","50. Bölüm",2,12,2012,NA,7.7,85,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","51. Bölüm",2,13,2012,NA,8.3,81,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","52. Bölüm",2,14,2012,NA,8.1,83,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Büyük Tezgah",2,15,2012,NA,8,76,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Veterinerin Sir Ölümü",2,16,2012,NA,8,81,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Geçmisle Yüzlesmek",2,17,2012,NA,8,88,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","56. Bölüm",2,18,2012,NA,8.5,107,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Geçmisin Arkandan Gelecektir",2,19,2012,NA,8.1,82,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Basim Belada",2,20,2012,NA,8,88,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Derin Iliskiler",2,21,2012,NA,8.1,80,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","60. Bölüm",2,22,2012,NA,7.9,109,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Nikah Masasi",2,23,2012,NA,8.3,89,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kentsel Bölüsüm",2,24,2012,NA,8,80,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","63. Bölüm",2,25,2012,NA,8.6,109,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Bir Cinayetin Geçmisi",2,26,2012,NA,8,80,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kayip Ceset",2,27,2012,NA,7.7,75,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","66. Bölüm",2,28,2012,NA,8.2,83,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Sular Bulanirken",2,29,2012,NA,9.1,135,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","68. Bölüm",2,30,2012,NA,8.5,84,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Akintiya Karsi...",2,31,2012,NA,9.1,118,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","70. Bölüm",3,1,2012,NA,8.2,92,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","71. Bölüm",3,2,2012,NA,8.1,82,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kesisme",3,3,2012,NA,8.2,81,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Son Düzlük",3,4,2012,NA,8.2,81,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Öteki... Bizden Olmayan...",3,5,2012,NA,8.2,79,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Sakli Öfke",3,6,2012,NA,8.1,82,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Bebek Gibi",3,7,2012,NA,8.1,69,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Gözler Kör Kulaklar Sagir",3,8,2012,NA,8.3,70,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Evde",3,9,2012,NA,9.9,487,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Saatler",3,10,2012,NA,8.3,74,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","80. Bölüm",3,11,2012,NA,7.9,72,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Arsiv",3,12,2012,NA,9.3,168,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Degerli Ceset",3,13,2012,NA,8.3,71,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yanilgi",3,14,2013,NA,8.1,71,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Saplanti",3,15,2013,NA,8.1,68,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Evlat Sevgisi",3,16,2013,NA,8,68,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Kapanmayan Hesap",3,17,2013,NA,8,63,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Senaristin Ölümü",3,18,2013,NA,8,70,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Karisik Zamanlar",3,19,2013,NA,8,65,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Dava",3,20,2013,NA,8.3,69,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Adalet",3,21,2013,NA,8.2,69,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Egitim Zayiati",3,22,2013,NA,8.3,67,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Orantisiz Güçlüler",3,23,2013,NA,8.3,65,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","93. Bölüm",3,24,2013,NA,7.3,71,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Yüksek Gerilim",3,25,2013,NA,8.4,68,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Dönüm Noktasi",3,26,2013,NA,8.5,85,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","Son Hesaplasma",3,27,2013,NA,9.4,146,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","97.Bölüm",4,1,2019,45,9.1,270,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","98.Bölüm",4,2,2019,45,8.7,184,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","99.Bölüm",4,3,2019,45,9.1,173,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","100.Bölüm",4,4,2019,45,9.1,140,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","101.Bölüm",4,5,2019,45,8.3,109,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","102.Bölüm",4,6,2019,45,7.9,106,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","103.Bölüm",4,7,2019,45,8.8,102,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","104.Bölüm",4,8,2019,45,8.6,106,8.8,30248
"Behzat Ç.: Bir Ankara Polisiyesi","105.Bölüm",4,9,2019,45,8.7,113,8.8,30248
"Leyla and Mecnun","Pilot",1,1,2011,69,9,686,9.1,94060
"Leyla and Mecnun","Dugun",1,2,2011,NA,8.7,477,9.1,94060
"Leyla and Mecnun","Hali Saha",1,3,2011,NA,8.7,424,9.1,94060
"Leyla and Mecnun","Fidye",1,4,2011,NA,8.5,405,9.1,94060
"Leyla and Mecnun","Sohret",1,5,2011,NA,8.6,411,9.1,94060
"Leyla and Mecnun","Banka",1,6,2011,NA,8.9,415,9.1,94060
"Leyla and Mecnun","Rüya",1,7,2011,NA,8.9,398,9.1,94060
"Leyla and Mecnun","Mantar",1,8,2011,NA,8.5,356,9.1,94060
"Leyla and Mecnun","Sihirbaz",1,9,2011,NA,8.6,367,9.1,94060
"Leyla and Mecnun","Dünyanin Sonu",1,10,2011,NA,8.4,364,9.1,94060
"Leyla and Mecnun","Canta",1,11,2011,NA,8.5,339,9.1,94060
"Leyla and Mecnun","Cesek",1,12,2011,NA,8.8,367,9.1,94060
"Leyla and Mecnun","Fake to the Future",1,13,2011,NA,8.9,366,9.1,94060
"Leyla and Mecnun","Evler",1,14,2011,NA,8.6,319,9.1,94060
"Leyla and Mecnun","Arda'nin Dügünü",1,15,2011,NA,8.7,332,9.1,94060
"Leyla and Mecnun","Clone Wars",1,16,2011,NA,8.4,332,9.1,94060
"Leyla and Mecnun","Bu Kiza Kadar",1,17,2011,NA,9.3,421,9.1,94060
"Leyla and Mecnun","Arda Kalan",1,18,2011,NA,8.4,316,9.1,94060
"Leyla and Mecnun","Benjamin",1,19,2011,NA,8.6,330,9.1,94060
"Leyla and Mecnun","Hoscakal",1,20,2011,NA,9.4,490,9.1,94060
"Leyla and Mecnun","Ramadan Is Coming",2,1,2011,NA,8.6,365,9.1,94060
"Leyla and Mecnun","Yozgat",2,2,2011,NA,8.8,320,9.1,94060
"Leyla and Mecnun","Mecnun",2,3,2011,NA,8.7,323,9.1,94060
"Leyla and Mecnun","Beyin",2,4,2011,NA,8.7,299,9.1,94060
"Leyla and Mecnun","Nurten'in Yegeni",2,5,2011,NA,8.4,278,9.1,94060
"Leyla and Mecnun","Evlenme",2,6,2011,NA,8.4,276,9.1,94060
"Leyla and Mecnun","Uzay",2,7,2011,NA,8.5,288,9.1,94060
"Leyla and Mecnun","Baz Istasyonu",2,8,2011,NA,8.8,302,9.1,94060
"Leyla and Mecnun","Illuzyon Nasil Ki Bir Goz Yanilmasiysa, Ask da Bir Gonul Yanilmasidir",2,9,2011,NA,8.7,297,9.1,94060
"Leyla and Mecnun","Kimi Vedalarda Hoscakal Denilmez!",2,10,2011,NA,9,344,9.1,94060
"Leyla and Mecnun","Hayat, Damarlarindan Tutup Zorla Icine Ceker Insani",2,11,2011,NA,8.9,298,9.1,94060
"Leyla and Mecnun","Sari Biyik",2,12,2011,NA,8.5,260,9.1,94060
"Leyla and Mecnun","Gercek Kesik",2,13,2011,NA,8.8,274,9.1,94060
"Leyla and Mecnun","Leyla'nin sesi",2,14,2011,NA,8.8,275,9.1,94060
"Leyla and Mecnun","Hayal Kirikliklari Muzesi",2,15,2011,NA,8.6,265,9.1,94060
"Leyla and Mecnun","Askin Formulu",2,16,2011,NA,8.4,258,9.1,94060
"Leyla and Mecnun","Marduk",2,17,2011,NA,8.4,258,9.1,94060
"Leyla and Mecnun","Sir",2,18,2011,NA,8.3,262,9.1,94060
"Leyla and Mecnun","Hosgeldin 2013",2,19,2011,NA,8.8,303,9.1,94060
"Leyla and Mecnun","Masal Cicegi",2,20,2012,NA,8.7,312,9.1,94060
"Leyla and Mecnun","Yavuz Nasil Kurtulur?",2,21,2012,NA,8.6,270,9.1,94060
"Leyla and Mecnun","Okul Yolunda",2,22,2012,NA,8.5,271,9.1,94060
"Leyla and Mecnun","Ismail Abi",2,23,2012,NA,8.7,260,9.1,94060
"Leyla and Mecnun","Mecnun'luk Istidadi",2,24,2012,NA,8.2,243,9.1,94060
"Leyla and Mecnun","Talih Kusu",2,25,2012,NA,8.2,242,9.1,94060
"Leyla and Mecnun","Made in Metonya",2,26,2012,NA,8.4,225,9.1,94060
"Leyla and Mecnun","Ardadan",2,27,2012,NA,8.3,238,9.1,94060
"Leyla and Mecnun","Tarihler Arasi Yolculuk",2,28,2012,NA,8.7,232,9.1,94060
"Leyla and Mecnun","Maske",2,29,2012,NA,8.4,223,9.1,94060
"Leyla and Mecnun","Who I am?",2,30,2012,NA,8.4,216,9.1,94060
"Leyla and Mecnun","Metaforya",2,31,2012,NA,8.5,222,9.1,94060
"Leyla and Mecnun","Paralel Evren",2,32,2012,NA,9,252,9.1,94060
"Leyla and Mecnun","Baba Olmak",2,33,2012,NA,8.4,210,9.1,94060
"Leyla and Mecnun","Drakulluk Edene Yaziklar Olsun",2,34,2012,NA,8.5,228,9.1,94060
"Leyla and Mecnun","Hayalet Avcilari",2,35,2012,NA,8.5,233,9.1,94060
